PDB_ID	CHAIN_INDEX	ORIGINAL_CHAIN_ID	EXPECTED_PROTENIX_CHAIN_ID	ENTITY_ID	SEQUENCE_LENGTH	SEQUENCE_SHA256	NON_ACGU_COUNT	UNK_TOKEN_COUNT	EMBEDDING_METHOD	WINDOW_COUNT	WINDOW_STARTS	OUTPUT_PATH
1F27	0	A	A	1	19	bd5d53ace537afcc3807e1acc0fa50c09800198e2a6ce8cddeae0499e7da3655	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1F27/rnafm_t12_residue_embeddings.pt
1F27	1	B	B	2	11	511e621070cd3e953002e918d51fd15dae2962e8071570b32787e1aa557e6f2f	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1F27/rnafm_t12_residue_embeddings.pt
1F5G	0	A	A	1	10	67ccd9b36ae6a6b7726dfc4cbc1f5c3c1319e0a3ceed8a7dc254946de63766c0	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1F5G/rnafm_t12_residue_embeddings.pt
1F5G	1	B	B	1	10	67ccd9b36ae6a6b7726dfc4cbc1f5c3c1319e0a3ceed8a7dc254946de63766c0	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1F5G/rnafm_t12_residue_embeddings.pt
1F5H	0	A	A	1	10	67ccd9b36ae6a6b7726dfc4cbc1f5c3c1319e0a3ceed8a7dc254946de63766c0	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1F5H/rnafm_t12_residue_embeddings.pt
1F5H	1	B	B	1	10	67ccd9b36ae6a6b7726dfc4cbc1f5c3c1319e0a3ceed8a7dc254946de63766c0	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1F5H/rnafm_t12_residue_embeddings.pt
1F5U	0	A	A	1	18	ca583add02d1df3e16bb0221d3aa840babc575712683b213ab88bdef63542b84	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1F5U/rnafm_t12_residue_embeddings.pt
1F5U	1	B	B	1	18	ca583add02d1df3e16bb0221d3aa840babc575712683b213ab88bdef63542b84	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1F5U/rnafm_t12_residue_embeddings.pt
1F6X	0	A	A	1	27	678329421f0937aacb4ac483d3a362abed17fb69352baa8bf2309aeb2a00632c	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1F6X/rnafm_t12_residue_embeddings.pt
1F6Z	0	A	A	1	27	b6eb96458cd3617760b51e10f6b2b387527bc1bce929e3729a98fdee96ec8f12	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1F6Z/rnafm_t12_residue_embeddings.pt
1F78	0	A	A	1	27	678329421f0937aacb4ac483d3a362abed17fb69352baa8bf2309aeb2a00632c	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1F78/rnafm_t12_residue_embeddings.pt
1F79	0	A	A	1	27	b6eb96458cd3617760b51e10f6b2b387527bc1bce929e3729a98fdee96ec8f12	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1F79/rnafm_t12_residue_embeddings.pt
1F7F	0	A	A	1	27	678329421f0937aacb4ac483d3a362abed17fb69352baa8bf2309aeb2a00632c	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1F7F/rnafm_t12_residue_embeddings.pt
1F7G	0	A	A	1	27	b6eb96458cd3617760b51e10f6b2b387527bc1bce929e3729a98fdee96ec8f12	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1F7G/rnafm_t12_residue_embeddings.pt
1F7H	0	A	A	1	27	678329421f0937aacb4ac483d3a362abed17fb69352baa8bf2309aeb2a00632c	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1F7H/rnafm_t12_residue_embeddings.pt
1F7I	0	A	A	1	27	b6eb96458cd3617760b51e10f6b2b387527bc1bce929e3729a98fdee96ec8f12	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1F7I/rnafm_t12_residue_embeddings.pt
1F84	0	A	A	1	29	9c4284eb922c53102502b8303854ab4ba81b51918e7d0eb49d87954811f1147d	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1F84/rnafm_t12_residue_embeddings.pt
1F85	0	A	A	1	14	b34d98feec7a9666dcbe38466205201827ae68ffa0cbea37470245b31a2985c9	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1F85/rnafm_t12_residue_embeddings.pt
1F9L	0	A	A	1	22	664fff6ef92722ed06e057fc81ffc7c815b5f301cc54660bc9f0f92dc2138dc0	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1F9L/rnafm_t12_residue_embeddings.pt
1FCW	0	A	A	1	76	28890de0dd2033379fabebc7165a219d6092ad9bbadc77f4c7528be78963ca0b	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1FCW/rnafm_t12_residue_embeddings.pt
1FCW	1	B	B	1	76	28890de0dd2033379fabebc7165a219d6092ad9bbadc77f4c7528be78963ca0b	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1FCW/rnafm_t12_residue_embeddings.pt
1FCW	2	C	C	1	76	28890de0dd2033379fabebc7165a219d6092ad9bbadc77f4c7528be78963ca0b	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1FCW/rnafm_t12_residue_embeddings.pt
1FCW	3	D	D	1	76	28890de0dd2033379fabebc7165a219d6092ad9bbadc77f4c7528be78963ca0b	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1FCW/rnafm_t12_residue_embeddings.pt
1FCW	4	E	E	1	76	28890de0dd2033379fabebc7165a219d6092ad9bbadc77f4c7528be78963ca0b	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1FCW/rnafm_t12_residue_embeddings.pt
1FEQ	0	A	A	1	17	85b7c7e32b2002f70d9c46a34479417cac426a8cf911e607f33a610b30b200a5	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1FEQ/rnafm_t12_residue_embeddings.pt
1FG0	0	A	A	1	602	44f028698cd5179ded4aa3b479b8b7213b7b3829b1ce4a4ec1c559dae32508fc	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1FG0/rnafm_t12_residue_embeddings.pt
1FG0	1	B	B	2	34	0bf4698e06e81b2b1ba0f24178361c7f1c8e5d8c002e98077b8a969c06a4867a	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1FG0/rnafm_t12_residue_embeddings.pt
1FHK	0	A	A	1	14	ce454022cbfcd33ba3ecd0f1d894df52b3c9677b94f72c94128435ebb2939a75	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1FHK/rnafm_t12_residue_embeddings.pt
1FIR	0	A	A	1	76	27408d675e934c85f8717f3049764c0c80e1cf4522b89deef0a7631a195fc6e7	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1FIR/rnafm_t12_residue_embeddings.pt
1FL8	0	A	A	1	17	3239c32f90063de768ea689eea49ebbaa12a349f490a66674c20245b6346d836	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1FL8/rnafm_t12_residue_embeddings.pt
1FMN	0	A	A	1	35	a99a31ecdaf435ade91d9528b9d45af224072e16ae1528596ecae44328f906bf	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1FMN/rnafm_t12_residue_embeddings.pt
1FOQ	0	A	A	1	120	ceee183f53d37322018adfae769d72c9cc602c0f0c4632d229abfb98b04fbeaa	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1FOQ/rnafm_t12_residue_embeddings.pt
1FOQ	1	B	B	1	120	ceee183f53d37322018adfae769d72c9cc602c0f0c4632d229abfb98b04fbeaa	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1FOQ/rnafm_t12_residue_embeddings.pt
1FOQ	2	C	C	1	120	ceee183f53d37322018adfae769d72c9cc602c0f0c4632d229abfb98b04fbeaa	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1FOQ/rnafm_t12_residue_embeddings.pt
1FOQ	3	D	D	1	120	ceee183f53d37322018adfae769d72c9cc602c0f0c4632d229abfb98b04fbeaa	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1FOQ/rnafm_t12_residue_embeddings.pt
1FOQ	4	E	E	1	120	ceee183f53d37322018adfae769d72c9cc602c0f0c4632d229abfb98b04fbeaa	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1FOQ/rnafm_t12_residue_embeddings.pt
1FQZ	0	A	A	1	27	82100a3406fdc8d30456dba52b72786c3a281dc4fdcaa2624cf73f1846088e20	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1FQZ/rnafm_t12_residue_embeddings.pt
1FUF	0	A	A	1	14	860d4caba50157b106a9376d80d85306aca3c8d3634135ac0436855aed3d8a76	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1FUF/rnafm_t12_residue_embeddings.pt
1FUF	1	B	B	1	14	860d4caba50157b106a9376d80d85306aca3c8d3634135ac0436855aed3d8a76	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1FUF/rnafm_t12_residue_embeddings.pt
1FYO	0	A	A	1	27	d5ca4348f83c40fe2a3fc79ba2de597dd0a2af2f63f83d6f1058f0a5b0109af3	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1FYO/rnafm_t12_residue_embeddings.pt
1FYP	0	A	A	1	27	d5ca4348f83c40fe2a3fc79ba2de597dd0a2af2f63f83d6f1058f0a5b0109af3	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1FYP/rnafm_t12_residue_embeddings.pt
1G2J	0	A	A	1	8	06279895551c87f82982a594b2cd84fc3102a7352232d29b8f3129a48914bf5f	1	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1G2J/rnafm_t12_residue_embeddings.pt
1G3A	0	A	A	1	6	d4bbb3df5dc0087e74b0c761cefd10b2550aaadba26d011e1730d05ed0285b0f	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1G3A/rnafm_t12_residue_embeddings.pt
1G3A	1	B	B	1	6	d4bbb3df5dc0087e74b0c761cefd10b2550aaadba26d011e1730d05ed0285b0f	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1G3A/rnafm_t12_residue_embeddings.pt
1GID	0	A	A	1	158	8a1e41513d99bd249b5eb07bd5db319f2b09d2c359b4f90b65d8a392bdd361de	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1GID/rnafm_t12_residue_embeddings.pt
1GID	1	B	B	1	158	8a1e41513d99bd249b5eb07bd5db319f2b09d2c359b4f90b65d8a392bdd361de	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1GID/rnafm_t12_residue_embeddings.pt
1GRZ	0	A	A	1	247	6507e7e6f7c95541b00c79d2576b33ab15c2210f7012bb580cf6e02650274c6c	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1GRZ/rnafm_t12_residue_embeddings.pt
1GRZ	1	B	B	1	247	6507e7e6f7c95541b00c79d2576b33ab15c2210f7012bb580cf6e02650274c6c	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1GRZ/rnafm_t12_residue_embeddings.pt
1GUC	0	A	A	1	8	1892905e5a6b31e5cc3302a9e6d70f733e5ac524baea267bd8c54b466e287c8a	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1GUC/rnafm_t12_residue_embeddings.pt
1GUC	1	B	B	1	8	1892905e5a6b31e5cc3302a9e6d70f733e5ac524baea267bd8c54b466e287c8a	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1GUC/rnafm_t12_residue_embeddings.pt
1H0Q	0	A	A	1	9	f332b2e25e6358b339961013ec71b7cd4c894c05b3df88c8573a1f14b77a58d9	2	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1H0Q/rnafm_t12_residue_embeddings.pt
1H0Q	1	B	B	2	9	5b43a19593845c6e5d08af87a99f71b0e3678bcff82c7243d170c20aa0f64b03	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1H0Q/rnafm_t12_residue_embeddings.pt
1H1K	0	I	A	1	412	ddaa4c665b3d8e2b88bcc0d7cf5fdd2113f9667603d980770393ec66c03d0bee	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1H1K/rnafm_t12_residue_embeddings.pt
1H1K	1	J	B	2	276	be54f895587614d87ea45845767040d527b65b682da787b04c7bdf52f0ac68d2	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1H1K/rnafm_t12_residue_embeddings.pt
1H1K	2	K	C	3	265	1edcd24789e1114d39b4e7923c2863fcb522e771f9d6ad77ddf1bb343f042440	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1H1K/rnafm_t12_residue_embeddings.pt
1H1K	3	L	D	4	412	7f0147332618babbf68f848e81cf6ce0d677dab9561b3210911df0f0c7aaf021	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1H1K/rnafm_t12_residue_embeddings.pt
1H1K	4	M	E	5	276	bdbc6ddc118e8c2edd970293d5617dccd4b6a016f14f5cdce2bd7a04d6a1776a	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1H1K/rnafm_t12_residue_embeddings.pt
1H1K	5	N	F	6	265	b021bb07906ee0e7b1ab57d08dd2348f8ece558ae303940bcb40789d23fa3119	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1H1K/rnafm_t12_residue_embeddings.pt
1HLX	0	A	A	1	20	278f742087727f5ff552bbab1b3589c1325920da6dc64af5eb0b058e0d1f14ee	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1HLX/rnafm_t12_residue_embeddings.pt
1HR2	0	A	A	1	158	8082a35ee8de8599b1861024d3e07470d82e3f2f2cf8204b8f7c75ecfe6e9d67	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1HR2/rnafm_t12_residue_embeddings.pt
1HR2	1	B	B	1	158	8082a35ee8de8599b1861024d3e07470d82e3f2f2cf8204b8f7c75ecfe6e9d67	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1HR2/rnafm_t12_residue_embeddings.pt
1HS1	0	A	A	1	13	1fb38eb8beb9fb51c42e7de343f0dc74c35d3c82df2f9dcc7a9fe109b1c33f3e	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1HS1/rnafm_t12_residue_embeddings.pt
1HS2	0	A	A	1	13	301fbdbe836e42129d6a54b2abb7d142fe0b058086e3054f32aa917d1b434789	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1HS2/rnafm_t12_residue_embeddings.pt
1HS3	0	A	A	1	13	f0be565a1e8af11bedf09d6753a3c9e3d06e7348cc26308494734b2069e2b041	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1HS3/rnafm_t12_residue_embeddings.pt
1HS4	0	A	A	1	13	1d89fa5e04a61a812716ec426d4f0076973fa6793f5ef1c9134b1f6d4aa2b7c9	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1HS4/rnafm_t12_residue_embeddings.pt
1HS8	0	A	A	1	13	b38f39d12cc31d8a97a31911307a52a7af90e72bbcf5b3356e538451c767d9e1	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1HS8/rnafm_t12_residue_embeddings.pt
1HWQ	0	A	A	1	30	1904d068fc830212884adf1e0ae2dd4fb27624cb601fe8250a9b09b3c3e239c3	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1HWQ/rnafm_t12_residue_embeddings.pt
1I3X	0	A	A	1	19	23b376e7cafed8fe54e00e71dd5aa895c230bf95440a84bcc322b872a7f363e5	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1I3X/rnafm_t12_residue_embeddings.pt
1I3Y	0	A	A	1	19	23b376e7cafed8fe54e00e71dd5aa895c230bf95440a84bcc322b872a7f363e5	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1I3Y/rnafm_t12_residue_embeddings.pt
1I46	0	A	A	1	13	1e4b9bdab0aff515a1ff8cab71301f7a90d02d0b76fcb33e7657291939ab1d3f	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1I46/rnafm_t12_residue_embeddings.pt
1I4B	0	A	A	1	13	148f127a55f465139d5a41b1a493a629c8ceb35527166b6550ef450d8d63f0c9	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1I4B/rnafm_t12_residue_embeddings.pt
1I4C	0	A	A	1	13	148f127a55f465139d5a41b1a493a629c8ceb35527166b6550ef450d8d63f0c9	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1I4C/rnafm_t12_residue_embeddings.pt
1I7J	0	A	A	1	6	d4bbb3df5dc0087e74b0c761cefd10b2550aaadba26d011e1730d05ed0285b0f	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1I7J/rnafm_t12_residue_embeddings.pt
1I7J	1	B	B	1	6	d4bbb3df5dc0087e74b0c761cefd10b2550aaadba26d011e1730d05ed0285b0f	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1I7J/rnafm_t12_residue_embeddings.pt
1I9K	0	A	A	1	6	2279f227c23f297757f061e541301288406f3a443bff4734a1f4a149b2a35bef	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1I9K/rnafm_t12_residue_embeddings.pt
1I9K	1	B	B	1	6	2279f227c23f297757f061e541301288406f3a443bff4734a1f4a149b2a35bef	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1I9K/rnafm_t12_residue_embeddings.pt
1I9K	2	C	C	1	6	2279f227c23f297757f061e541301288406f3a443bff4734a1f4a149b2a35bef	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1I9K/rnafm_t12_residue_embeddings.pt
1I9K	3	D	D	1	6	2279f227c23f297757f061e541301288406f3a443bff4734a1f4a149b2a35bef	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1I9K/rnafm_t12_residue_embeddings.pt
1I9V	0	A	A	1	76	28890de0dd2033379fabebc7165a219d6092ad9bbadc77f4c7528be78963ca0b	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1I9V/rnafm_t12_residue_embeddings.pt
1I9X	0	A	A	1	13	6cd3eea9a6a7edd41a9b1c621df73647e9677a023ba5dbd7010e99ab06674017	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1I9X/rnafm_t12_residue_embeddings.pt
1I9X	1	B	B	1	13	6cd3eea9a6a7edd41a9b1c621df73647e9677a023ba5dbd7010e99ab06674017	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1I9X/rnafm_t12_residue_embeddings.pt
1IDV	0	A	A	1	10	3dbe3fb54272346785c84a3e47147c1a986e98847ced07d6ef5eb21cf0bcb9a0	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1IDV/rnafm_t12_residue_embeddings.pt
1IE1	0	A	A	1	22	e3b3032a770e589fb2d7318f55e67c93cc19dd0b8ce2920f36b7c74b0d58e060	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1IE1/rnafm_t12_residue_embeddings.pt
1IE2	0	A	A	1	22	e3b3032a770e589fb2d7318f55e67c93cc19dd0b8ce2920f36b7c74b0d58e060	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1IE2/rnafm_t12_residue_embeddings.pt
1IK1	0	A	A	1	14	0683ed070d660254d0fc2e9428cd82d626ddef6bb89f1e066a4b9dc89aff2586	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1IK1/rnafm_t12_residue_embeddings.pt
1IK5	0	A	A	1	14	860d4caba50157b106a9376d80d85306aca3c8d3634135ac0436855aed3d8a76	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1IK5/rnafm_t12_residue_embeddings.pt
1IK5	1	B	B	2	14	e0c7e39e96eb2586b0ba59605c32b9e64d29278c9d4ee9734fb57b644f004d50	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1IK5/rnafm_t12_residue_embeddings.pt
1IKD	0	A	A	1	22	b5b63bc3abb6156d264b1d0bba237aeb5783c6734ac9dc60f63468d0d58a4141	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1IKD/rnafm_t12_residue_embeddings.pt
1J4Y	0	A	A	1	17	193f3a4d2cecad23d21862f9bde85e7cc903ee65b6c79fecdff559dbde1b912b	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1J4Y/rnafm_t12_residue_embeddings.pt
1J6S	0	A	A	1	6	f1208da4d97256dca5c588d5dfa53883afc1a84b3cd6c8a026ef5ccef4527df2	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1J6S/rnafm_t12_residue_embeddings.pt
1J6S	1	B	B	1	6	f1208da4d97256dca5c588d5dfa53883afc1a84b3cd6c8a026ef5ccef4527df2	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1J6S/rnafm_t12_residue_embeddings.pt
1J6S	2	C	C	1	6	f1208da4d97256dca5c588d5dfa53883afc1a84b3cd6c8a026ef5ccef4527df2	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1J6S/rnafm_t12_residue_embeddings.pt
1J6S	3	D	D	1	6	f1208da4d97256dca5c588d5dfa53883afc1a84b3cd6c8a026ef5ccef4527df2	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1J6S/rnafm_t12_residue_embeddings.pt
1J7T	0	A	A	1	22	38d09bdb89c38290cbded9d3f37ba1eec7080e4580e0c8949c37ed5fe81a7555	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1J7T/rnafm_t12_residue_embeddings.pt
1J7T	1	B	B	1	22	38d09bdb89c38290cbded9d3f37ba1eec7080e4580e0c8949c37ed5fe81a7555	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1J7T/rnafm_t12_residue_embeddings.pt
1J8G	0	A	A	1	6	aa5a52291e99d55aeb9a8a1a113ec8edfb9a8a50881613e21abeda4d988e5f55	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1J8G/rnafm_t12_residue_embeddings.pt
1J8G	1	B	B	1	6	aa5a52291e99d55aeb9a8a1a113ec8edfb9a8a50881613e21abeda4d988e5f55	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1J8G/rnafm_t12_residue_embeddings.pt
1J8G	2	C	C	1	6	aa5a52291e99d55aeb9a8a1a113ec8edfb9a8a50881613e21abeda4d988e5f55	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1J8G/rnafm_t12_residue_embeddings.pt
1J8G	3	D	D	1	6	aa5a52291e99d55aeb9a8a1a113ec8edfb9a8a50881613e21abeda4d988e5f55	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1J8G/rnafm_t12_residue_embeddings.pt
1J9H	0	A	A	1	9	57b8f7f32d8cca0c6741bc4c5e4a8af2628b657a23316281e1318ab279005c8e	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1J9H/rnafm_t12_residue_embeddings.pt
1J9H	1	B	B	1	9	57b8f7f32d8cca0c6741bc4c5e4a8af2628b657a23316281e1318ab279005c8e	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1J9H/rnafm_t12_residue_embeddings.pt
1J9H	2	C	C	1	9	57b8f7f32d8cca0c6741bc4c5e4a8af2628b657a23316281e1318ab279005c8e	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1J9H/rnafm_t12_residue_embeddings.pt
1J9H	3	D	D	1	9	57b8f7f32d8cca0c6741bc4c5e4a8af2628b657a23316281e1318ab279005c8e	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1J9H/rnafm_t12_residue_embeddings.pt
1JO7	0	A	A	1	31	699bd9b78cef5418002096c41d28732b18994aa1ce2805ce442b39ed1b7aae26	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1JO7/rnafm_t12_residue_embeddings.pt
1JOX	0	A	A	1	21	6bf8072e8a5f98800427912c588bf7c1880d45304bee97b470c40fb046f27c3f	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1JOX/rnafm_t12_residue_embeddings.pt
1JP0	0	A	A	1	21	6bf8072e8a5f98800427912c588bf7c1880d45304bee97b470c40fb046f27c3f	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1JP0/rnafm_t12_residue_embeddings.pt
